order_id,order_date,region,category,product,customer_segment,quantity,unit_price,discount,revenue,cost,profit
ORD-01549,2022-10-17,East,Sports,Water Bottle,Retail,2,12.99,0.05,24.68,11.69,12.99
ORD-01550,2023-02-15,South,Home & Kitchen,Toaster,Retail,1,29.99,0.0,29.99,14.56,15.43
ORD-01551,2024-06-13,North,Clothing,Jeans,Retail,5,49.99,0.0,249.95,112.66,137.29
ORD-01552,2023-12-07,North,Sports,Resistance Band,Wholesale,4,15.99,0.2,51.17,30.82,20.35
ORD-01553,2025-09-30,West,Sports,Yoga Mat,Retail,1,24.99,0.0,24.99,14.11,10.88
ORD-01554,2024-03-29,East,Home & Kitchen,Vacuum,Wholesale,5,129.99,0.1,584.96,344.55,240.41
ORD-01555,2024-09-27,North,Clothing,Dress,Wholesale,2,59.99,0.1,107.98,60.63,47.35
ORD-01556,2024-10-23,North,Sports,Dumbbells,Retail,2,34.99,0.0,69.98,36.74,33.24
ORD-01557,2023-03-09,East,Sports,Dumbbells,Wholesale,3,34.99,0.1,94.47,57.53,36.94
ORD-01558,2022-11-05,East,Home & Kitchen,Vacuum,Wholesale,4,129.99,0.1,467.96,254.34,213.62
ORD-01559,2023-01-03,South,Sports,Resistance Band,Wholesale,1,15.99,0.1,14.39,9.13,5.26
ORD-01560,2025-11-06,North,Sports,Dumbbells,Corporate,2,34.99,0.0,69.98,32.84,37.14
ORD-01561,2024-02-26,West,Electronics,Monitor,Corporate,3,279.0,0.05,795.15,409.12,386.03
ORD-01562,2022-08-26,West,Home & Kitchen,Vacuum,Retail,4,129.99,0.0,519.96,242.69,277.27
ORD-01563,2024-05-18,West,Electronics,Smartphone,Corporate,1,699.0,0.1,629.1,341.58,287.52
ORD-01564,2025-06-12,West,Sports,Dumbbells,Wholesale,4,34.99,0.1,125.96,81.2,44.76
ORD-01565,2024-01-22,North,Home & Kitchen,Toaster,Retail,4,29.99,0.0,119.96,66.13,53.83
ORD-01566,2025-01-16,East,Clothing,Jacket,Wholesale,3,89.99,0.1,242.97,122.2,120.77
ORD-01567,2023-09-02,North,Electronics,Headphones,Retail,1,149.0,0.05,141.55,72.61,68.94
ORD-01568,2024-12-31,North,Clothing,Jeans,Wholesale,4,49.99,0.1,179.96,116.76,63.2
ORD-01569,2024-07-27,South,Sports,Dumbbells,Retail,1,34.99,0.0,34.99,17.7,17.29
ORD-01570,2025-06-01,North,Sports,Resistance Band,Corporate,1,15.99,0.0,15.99,9.42,6.57
ORD-01571,2023-09-11,West,Sports,Dumbbells,Corporate,3,34.99,0.0,104.97,58.6,46.37
ORD-01572,2022-06-12,West,Electronics,Smartphone,Retail,4,699.0,0.1,2516.4,1484.32,1032.08
ORD-01573,2025-11-22,North,Home & Kitchen,Lamp,Wholesale,4,24.99,0.1,89.96,56.39,33.57
ORD-01574,2023-07-17,South,Home & Kitchen,Lamp,Retail,1,24.99,0.1,22.49,12.74,9.75
ORD-01575,2025-10-20,East,Home & Kitchen,Mixer,Wholesale,4,39.99,0.1,143.96,72.43,71.53
ORD-01576,2025-09-07,South,Home & Kitchen,Toaster,Corporate,4,29.99,0.1,107.96,68.2,39.76
ORD-01577,2023-10-14,North,Clothing,Jeans,Retail,1,49.99,0.2,39.99,24.93,15.06
ORD-01578,2025-06-06,East,Sports,Resistance Band,Corporate,4,15.99,0.2,51.17,34.49,16.68
ORD-01579,2024-03-07,West,Electronics,Headphones,Corporate,3,149.0,0.0,447.0,232.12,214.88
ORD-01580,2024-10-18,South,Clothing,Sneakers,Corporate,3,79.99,0.05,227.97,109.15,118.82
ORD-01581,2022-06-10,West,Home & Kitchen,Mixer,Wholesale,2,39.99,0.1,71.98,40.42,31.56
ORD-01582,2023-10-08,West,Sports,Dumbbells,Corporate,2,34.99,0.0,69.98,38.04,31.94
ORD-01583,2024-06-02,West,Electronics,Headphones,Retail,9,149.0,0.05,1273.95,788.74,485.21
ORD-01584,2024-02-15,North,Electronics,Monitor,Retail,1,279.0,0.0,279.0,149.44,129.56
ORD-01585,2022-11-22,West,Sports,Treadmill,Wholesale,2,499.0,0.1,898.2,490.85,407.35
ORD-01586,2025-07-14,North,Home & Kitchen,Lamp,Wholesale,5,24.99,0.1,112.45,63.58,48.87
ORD-01587,2024-10-10,West,Home & Kitchen,Vacuum,Retail,3,129.99,0.0,389.97,198.89,191.08
ORD-01588,2024-12-26,East,Sports,Yoga Mat,Wholesale,1,24.99,0.1,22.49,13.42,9.07
ORD-01589,2024-05-06,West,Clothing,T-Shirt,Retail,5,19.99,0.1,89.95,54.27,35.68
ORD-01590,2025-05-12,West,Electronics,Headphones,Wholesale,5,149.0,0.1,670.5,411.73,258.77
ORD-01591,2022-02-16,West,Clothing,Jeans,Corporate,4,49.99,0.0,199.96,95.24,104.72
ORD-01592,2023-02-14,East,Clothing,Jacket,Wholesale,1,89.99,0.1,80.99,43.29,37.7
ORD-01593,2024-07-29,South,Sports,Yoga Mat,Retail,2,24.99,0.05,47.48,26.24,21.24
ORD-01594,2025-05-22,East,Clothing,Jeans,Retail,4,49.99,0.2,159.97,118.85,41.12
ORD-01595,2022-03-08,West,Sports,Water Bottle,Corporate,1,12.99,0.0,12.99,7.57,5.42
ORD-01596,2022-09-05,North,Sports,Water Bottle,Corporate,1,12.99,0.0,12.99,7.43,5.56
ORD-01597,2022-03-23,East,Sports,Resistance Band,Retail,4,15.99,0.05,60.76,36.34,24.42
ORD-01598,2022-10-26,East,Electronics,Smartphone,Retail,3,699.0,0.0,2097.0,988.3,1108.7
ORD-01599,2024-09-15,South,Home & Kitchen,Mixer,Wholesale,3,39.99,0.2,95.98,66.47,29.51
ORD-01600,2025-12-23,West,Clothing,Jacket,Wholesale,3,89.99,0.1,242.97,134.88,108.09
ORD-01601,2025-12-03,East,Home & Kitchen,Lamp,Wholesale,1,24.99,0.1,22.49,11.8,10.69
ORD-01602,2022-02-23,South,Home & Kitchen,Lamp,Corporate,3,24.99,0.2,59.98,37.01,22.97
ORD-01603,2022-11-21,East,Sports,Water Bottle,Corporate,3,12.99,0.0,38.97,21.88,17.09
ORD-01604,2022-09-21,South,Home & Kitchen,Vacuum,Retail,3,129.99,0.2,311.98,188.82,123.16
ORD-01605,2025-04-09,East,Clothing,Dress,Corporate,1,59.99,0.0,59.99,30.27,29.72
ORD-01606,2024-11-24,West,Sports,Resistance Band,Corporate,3,15.99,0.2,38.38,22.71,15.67
ORD-01607,2023-10-06,East,Sports,Water Bottle,Wholesale,2,12.99,0.1,23.38,13.57,9.81
ORD-01608,2024-02-17,North,Electronics,Headphones,Corporate,1,149.0,0.0,149.0,70.4,78.6
ORD-01609,2022-09-02,South,Home & Kitchen,Vacuum,Retail,4,129.99,0.1,467.96,305.17,162.79
ORD-01610,2024-12-09,South,Clothing,Jacket,Wholesale,1,89.99,0.1,80.99,48.95,32.04
ORD-01611,2024-11-05,North,Home & Kitchen,Lamp,Retail,5,24.99,0.2,99.96,66.31,33.65
ORD-01612,2022-04-25,West,Clothing,Jeans,Corporate,4,49.99,0.0,199.96,110.67,89.29
ORD-01613,2023-05-17,South,Sports,Yoga Mat,Wholesale,1,24.99,0.1,22.49,12.24,10.25
ORD-01614,2022-07-07,South,Electronics,Smartphone,Corporate,4,699.0,0.0,2796.0,1353.65,1442.35
ORD-01615,2025-04-05,West,Sports,Dumbbells,Corporate,7,34.99,0.0,244.93,121.93,123.0
ORD-01616,2022-05-30,South,Sports,Dumbbells,Retail,4,34.99,0.0,139.96,72.98,66.98
ORD-01617,2025-01-15,South,Sports,Treadmill,Retail,5,499.0,0.0,2495.0,1340.46,1154.54
ORD-01618,2024-06-25,South,Sports,Dumbbells,Wholesale,3,34.99,0.1,94.47,56.71,37.76
ORD-01619,2025-07-16,South,Home & Kitchen,Lamp,Corporate,4,24.99,0.1,89.96,49.24,40.72
ORD-01620,2023-09-06,East,Clothing,Jacket,Wholesale,3,89.99,0.2,215.98,144.22,71.76
ORD-01621,2025-07-05,West,Electronics,Smartphone,Retail,4,699.0,0.1,2516.4,1455.53,1060.87
ORD-01622,2023-01-02,North,Sports,Treadmill,Corporate,1,499.0,0.05,474.05,250.18,223.87
ORD-01623,2025-01-08,South,Clothing,T-Shirt,Wholesale,2,19.99,0.1,35.98,19.83,16.15
ORD-01624,2023-10-18,West,Electronics,Headphones,Wholesale,6,149.0,0.1,804.6,423.27,381.33
ORD-01625,2022-12-18,South,Clothing,Jacket,Wholesale,5,89.99,0.1,404.95,246.58,158.37
ORD-01626,2023-07-06,South,Home & Kitchen,Vacuum,Wholesale,3,129.99,0.1,350.97,183.97,167.0
ORD-01627,2023-12-26,East,Sports,Treadmill,Wholesale,4,499.0,0.1,1796.4,1016.03,780.37
ORD-01628,2022-01-12,West,Electronics,Monitor,Retail,3,279.0,0.05,795.15,472.95,322.2
ORD-01629,2025-12-13,South,Clothing,Jacket,Wholesale,3,89.99,0.1,242.97,122.45,120.52
ORD-01630,2024-02-23,East,Clothing,Jeans,Wholesale,5,49.99,0.1,224.96,128.98,95.98
ORD-01631,2022-08-07,North,Clothing,Jeans,Corporate,3,49.99,0.2,119.98,78.28,41.7
ORD-01632,2025-04-29,West,Electronics,Monitor,Retail,5,279.0,0.1,1255.5,706.22,549.28
ORD-01633,2022-04-25,East,Home & Kitchen,Lamp,Retail,3,24.99,0.05,71.22,44.12,27.1
ORD-01634,2024-08-24,South,Electronics,Headphones,Corporate,5,149.0,0.0,745.0,401.16,343.84
ORD-01635,2023-02-14,North,Sports,Yoga Mat,Corporate,3,24.99,0.1,67.47,39.88,27.59
ORD-01636,2023-06-18,East,Electronics,Smartphone,Wholesale,1,699.0,0.2,559.2,389.14,170.06
ORD-01637,2024-01-10,West,Clothing,Jeans,Retail,3,49.99,0.05,142.47,75.63,66.84
ORD-01638,2025-10-19,East,Home & Kitchen,Lamp,Wholesale,1,24.99,0.1,22.49,11.69,10.8
ORD-01639,2024-05-25,West,Sports,Dumbbells,Corporate,4,34.99,0.1,125.96,70.82,55.14
ORD-01640,2024-06-14,North,Home & Kitchen,Lamp,Corporate,4,24.99,0.0,99.96,53.6,46.36
ORD-01641,2022-05-18,North,Electronics,Tablet,Retail,1,329.0,0.1,296.1,189.81,106.29
ORD-01642,2025-03-21,West,Clothing,T-Shirt,Corporate,5,19.99,0.05,94.95,51.74,43.21
ORD-01643,2022-11-08,East,Electronics,Smartphone,Corporate,5,699.0,0.1,3145.5,1982.25,1163.25
ORD-01644,2024-06-04,North,Sports,Resistance Band,Wholesale,3,15.99,0.1,43.17,26.07,17.1
ORD-01645,2022-02-08,North,Clothing,Jacket,Retail,4,89.99,0.0,359.96,175.96,184.0
ORD-01646,2025-04-11,East,Sports,Yoga Mat,Corporate,5,24.99,0.0,124.95,72.97,51.98
ORD-01647,2025-03-27,South,Clothing,Jeans,Retail,2,49.99,0.0,99.98,47.71,52.27
ORD-01648,2024-12-28,North,Clothing,Dress,Wholesale,3,59.99,0.1,161.97,89.83,72.14
ORD-01649,2023-04-17,South,Clothing,Jacket,Retail,2,89.99,0.05,170.98,107.75,63.23
ORD-01650,2023-03-21,East,Electronics,Smartphone,Corporate,3,699.0,0.05,1992.15,951.65,1040.5
ORD-01651,2023-03-04,West,Electronics,Monitor,Retail,3,279.0,0.05,795.15,450.75,344.4
ORD-01652,2022-07-10,South,Electronics,Smartphone,Wholesale,1,699.0,0.1,629.1,392.21,236.89
ORD-01653,2023-10-11,West,Clothing,Jeans,Corporate,1,49.99,0.0,49.99,26.08,23.91
ORD-01654,2022-08-18,West,Electronics,Laptop,Wholesale,5,899.0,0.1,4045.5,2261.89,1783.61
ORD-01655,2022-05-14,West,Home & Kitchen,Coffee Maker,Retail,1,59.99,0.05,56.99,34.88,22.11
ORD-01656,2023-07-17,East,Electronics,Smartphone,Retail,1,699.0,0.0,699.0,327.97,371.03
ORD-01657,2022-10-15,West,Electronics,Laptop,Corporate,9,899.0,0.2,6472.8,3996.65,2476.15
ORD-01658,2024-04-29,South,Sports,Yoga Mat,Corporate,2,24.99,0.1,44.98,29.73,15.25
ORD-01659,2025-10-01,South,Home & Kitchen,Mixer,Wholesale,2,39.99,0.1,71.98,41.96,30.02
ORD-01660,2024-04-06,East,Home & Kitchen,Lamp,Wholesale,3,24.99,0.1,67.47,42.54,24.93
ORD-01661,2022-02-28,West,Electronics,Smartphone,Retail,3,699.0,0.1,1887.3,1170.92,716.38
ORD-01662,2022-11-20,North,Electronics,Headphones,Wholesale,1,149.0,0.1,134.1,69.56,64.54
ORD-01663,2024-08-09,West,Sports,Yoga Mat,Wholesale,7,24.99,0.1,157.44,86.89,70.55
ORD-01664,2023-06-11,South,Home & Kitchen,Lamp,Retail,3,24.99,0.1,67.47,41.25,26.22
ORD-01665,2024-09-05,West,Clothing,Jeans,Retail,2,49.99,0.0,99.98,48.37,51.61
ORD-01666,2022-07-14,West,Home & Kitchen,Lamp,Corporate,1,24.99,0.0,24.99,11.94,13.05
ORD-01667,2023-09-09,East,Sports,Resistance Band,Wholesale,5,15.99,0.1,71.95,42.9,29.05
ORD-01668,2022-09-27,East,Sports,Treadmill,Retail,2,499.0,0.1,898.2,559.34,338.86
ORD-01669,2024-02-28,North,Clothing,Jeans,Retail,1,49.99,0.0,49.99,27.25,22.74
ORD-01670,2022-11-28,West,Home & Kitchen,Mixer,Corporate,6,39.99,0.0,239.94,114.73,125.21
ORD-01671,2024-04-10,West,Clothing,Sneakers,Wholesale,5,79.99,0.1,359.95,187.05,172.9
ORD-01672,2025-09-04,East,Home & Kitchen,Coffee Maker,Wholesale,3,59.99,0.1,161.97,102.77,59.2
ORD-01673,2025-01-29,West,Electronics,Headphones,Corporate,6,149.0,0.05,849.3,488.43,360.87
ORD-01674,2022-09-16,North,Clothing,Sneakers,Wholesale,1,79.99,0.1,71.99,42.6,29.39
ORD-01675,2022-09-16,East,Home & Kitchen,Vacuum,Retail,4,129.99,0.1,467.96,310.75,157.21
ORD-01676,2024-10-30,South,Sports,Resistance Band,Retail,2,15.99,0.0,31.98,18.42,13.56
ORD-01677,2022-02-04,South,Home & Kitchen,Lamp,Corporate,5,24.99,0.0,124.95,66.78,58.17
ORD-01678,2024-12-11,North,Home & Kitchen,Lamp,Corporate,2,24.99,0.2,39.98,29.59,10.39
ORD-01679,2022-12-08,East,Clothing,T-Shirt,Corporate,2,19.99,0.2,31.98,21.79,10.19
ORD-01680,2023-04-09,South,Sports,Yoga Mat,Wholesale,3,24.99,0.1,67.47,44.52,22.95
ORD-01681,2023-08-31,West,Sports,Water Bottle,Retail,4,12.99,0.2,41.57,30.69,10.88
ORD-01682,2022-06-03,East,Home & Kitchen,Coffee Maker,Retail,5,59.99,0.1,269.95,178.14,91.81
ORD-01683,2024-04-20,South,Clothing,Sneakers,Retail,2,79.99,0.0,159.98,81.38,78.6
ORD-01684,2025-08-16,West,Sports,Resistance Band,Wholesale,2,15.99,0.1,28.78,14.73,14.05
ORD-01685,2022-10-15,West,Electronics,Tablet,Retail,1,329.0,0.0,329.0,185.58,143.42
ORD-01686,2025-07-28,North,Home & Kitchen,Lamp,Retail,1,24.99,0.2,19.99,13.49,6.5
ORD-01687,2025-09-14,West,Home & Kitchen,Mixer,Corporate,7,39.99,0.05,265.93,132.42,133.51
ORD-01688,2023-12-01,East,Electronics,Monitor,Retail,2,279.0,0.05,530.1,286.75,243.35
ORD-01689,2025-12-24,West,Home & Kitchen,Coffee Maker,Corporate,4,59.99,0.2,191.97,129.7,62.27
ORD-01690,2024-01-13,South,Sports,Water Bottle,Wholesale,4,12.99,0.1,46.76,28.36,18.4
ORD-01691,2023-07-19,East,Home & Kitchen,Vacuum,Retail,3,129.99,0.0,389.97,180.35,209.62
ORD-01692,2025-12-31,West,Clothing,Dress,Retail,4,59.99,0.05,227.96,131.94,96.02
ORD-01693,2025-12-22,West,Sports,Resistance Band,Corporate,7,15.99,0.2,89.54,56.79,32.75
ORD-01694,2022-08-09,North,Electronics,Laptop,Corporate,2,899.0,0.2,1438.4,1000.4,438.0
ORD-01695,2024-05-13,West,Electronics,Headphones,Wholesale,5,149.0,0.1,670.5,339.42,331.08
ORD-01696,2025-07-10,West,Electronics,Smartphone,Wholesale,5,699.0,0.1,3145.5,1624.55,1520.95
ORD-01697,2022-02-28,West,Home & Kitchen,Toaster,Retail,3,29.99,0.0,89.97,44.22,45.75
ORD-01698,2023-10-27,West,Home & Kitchen,Coffee Maker,Corporate,2,59.99,0.1,107.98,65.66,42.32
ORD-01699,2024-04-01,East,Clothing,Sneakers,Corporate,1,79.99,0.0,79.99,40.22,39.77
ORD-01700,2023-04-12,East,Home & Kitchen,Mixer,Corporate,1,39.99,0.2,31.99,20.43,11.56
ORD-01701,2024-10-15,South,Sports,Yoga Mat,Wholesale,3,24.99,0.2,59.98,39.2,20.78
ORD-01702,2024-06-15,East,Clothing,Jeans,Corporate,3,49.99,0.0,149.97,69.99,79.98
ORD-01703,2023-09-28,East,Clothing,Sneakers,Retail,5,79.99,0.2,319.96,184.53,135.43
ORD-01704,2022-07-05,West,Home & Kitchen,Coffee Maker,Wholesale,3,59.99,0.1,161.97,84.58,77.39
ORD-01705,2022-08-01,East,Electronics,Headphones,Retail,2,149.0,0.0,298.0,145.09,152.91
ORD-01706,2025-09-29,East,Electronics,Monitor,Retail,2,279.0,0.0,558.0,271.64,286.36
ORD-01707,2024-06-20,South,Clothing,T-Shirt,Corporate,3,19.99,0.0,59.97,35.66,24.31
ORD-01708,2024-09-16,West,Sports,Resistance Band,Corporate,7,15.99,0.0,111.93,57.29,54.64
ORD-01709,2025-04-04,West,Sports,Treadmill,Wholesale,4,499.0,0.1,1796.4,1027.34,769.06
ORD-01710,2023-04-26,East,Home & Kitchen,Mixer,Corporate,2,39.99,0.0,79.98,46.31,33.67
ORD-01711,2023-05-21,South,Electronics,Tablet,Corporate,4,329.0,0.0,1316.0,751.55,564.45
ORD-01712,2023-04-12,East,Clothing,Sneakers,Wholesale,3,79.99,0.1,215.97,138.1,77.87
ORD-01713,2025-06-21,West,Sports,Resistance Band,Wholesale,3,15.99,0.1,43.17,21.75,21.42
ORD-01714,2025-02-18,North,Home & Kitchen,Vacuum,Retail,2,129.99,0.0,259.98,143.59,116.39
ORD-01715,2023-07-20,East,Electronics,Tablet,Retail,4,329.0,0.0,1316.0,786.88,529.12
ORD-01716,2025-09-17,West,Home & Kitchen,Lamp,Corporate,3,24.99,0.1,67.47,42.72,24.75
ORD-01717,2024-04-13,South,Home & Kitchen,Mixer,Wholesale,5,39.99,0.1,179.96,111.34,68.62
ORD-01718,2025-04-18,North,Electronics,Tablet,Retail,1,329.0,0.2,263.2,156.01,107.19
ORD-01719,2023-05-25,South,Clothing,T-Shirt,Retail,4,19.99,0.2,63.97,37.42,26.55
ORD-01720,2022-07-12,West,Sports,Water Bottle,Retail,5,12.99,0.0,64.95,37.48,27.47
ORD-01721,2022-07-16,East,Home & Kitchen,Coffee Maker,Retail,4,59.99,0.0,239.96,125.97,113.99
ORD-01722,2023-06-18,West,Clothing,Jeans,Wholesale,4,49.99,0.2,159.97,92.43,67.54
ORD-01723,2022-07-12,East,Electronics,Tablet,Retail,1,329.0,0.0,329.0,181.74,147.26
ORD-01724,2022-12-12,North,Electronics,Laptop,Corporate,3,899.0,0.0,2697.0,1537.31,1159.69
ORD-01725,2025-02-27,East,Electronics,Smartphone,Retail,2,699.0,0.05,1328.1,667.22,660.88
ORD-01726,2023-12-09,North,Clothing,Dress,Wholesale,3,59.99,0.1,161.97,85.76,76.21
ORD-01727,2025-12-17,South,Clothing,Sneakers,Corporate,1,79.99,0.1,71.99,36.46,35.53
ORD-01728,2022-09-04,East,Home & Kitchen,Mixer,Corporate,3,39.99,0.2,95.98,57.23,38.75
ORD-01729,2022-12-09,North,Sports,Yoga Mat,Wholesale,5,24.99,0.1,112.45,74.92,37.53
ORD-01730,2024-07-20,West,Sports,Dumbbells,Retail,4,34.99,0.0,139.96,70.66,69.3
ORD-01731,2024-10-02,South,Sports,Dumbbells,Wholesale,3,34.99,0.1,94.47,61.67,32.8
ORD-01732,2025-09-12,North,Electronics,Headphones,Wholesale,5,149.0,0.2,596.0,394.69,201.31
ORD-01733,2025-01-23,South,Home & Kitchen,Toaster,Wholesale,2,29.99,0.1,53.98,33.86,20.12
ORD-01734,2025-07-06,West,Sports,Water Bottle,Wholesale,3,12.99,0.1,35.07,20.41,14.66
ORD-01735,2025-02-23,West,Sports,Treadmill,Corporate,6,499.0,0.0,2994.0,1693.49,1300.51
ORD-01736,2022-04-23,North,Clothing,T-Shirt,Corporate,3,19.99,0.1,53.97,33.71,20.26
ORD-01737,2025-01-16,South,Home & Kitchen,Mixer,Wholesale,5,39.99,0.1,179.96,91.39,88.57
ORD-01738,2024-02-28,South,Home & Kitchen,Lamp,Corporate,1,24.99,0.2,19.99,14.52,5.47
ORD-01739,2024-11-07,South,Home & Kitchen,Mixer,Retail,2,39.99,0.0,79.98,41.48,38.5
ORD-01740,2023-03-30,East,Electronics,Smartphone,Retail,3,699.0,0.2,1677.6,1136.47,541.13
ORD-01741,2024-02-21,South,Electronics,Headphones,Wholesale,1,149.0,0.2,119.2,85.23,33.97
ORD-01742,2022-12-29,West,Clothing,Jacket,Corporate,3,89.99,0.0,269.97,145.73,124.24
ORD-01743,2025-10-01,East,Sports,Resistance Band,Corporate,3,15.99,0.0,47.97,28.35,19.62
ORD-01744,2023-07-13,West,Electronics,Monitor,Wholesale,5,279.0,0.1,1255.5,798.65,456.85
ORD-01745,2023-06-04,North,Sports,Dumbbells,Retail,4,34.99,0.0,139.96,76.9,63.06
ORD-01746,2022-05-25,North,Electronics,Smartphone,Corporate,3,699.0,0.1,1887.3,1046.63,840.67
ORD-01747,2023-06-10,West,Home & Kitchen,Lamp,Retail,3,24.99,0.1,67.47,36.68,30.79
ORD-01748,2024-03-19,South,Electronics,Tablet,Wholesale,3,329.0,0.1,888.3,591.54,296.76
ORD-01749,2024-09-07,North,Electronics,Smartphone,Corporate,1,699.0,0.0,699.0,323.32,375.68
ORD-01750,2022-05-19,South,Sports,Resistance Band,Wholesale,3,15.99,0.1,43.17,26.9,16.27
ORD-01751,2025-05-07,North,Clothing,Jeans,Retail,3,49.99,0.0,149.97,80.28,69.69
ORD-01752,2023-12-01,East,Clothing,Jacket,Retail,4,89.99,0.0,359.96,210.66,149.3
ORD-01753,2024-03-12,West,Clothing,Jacket,Wholesale,4,89.99,0.1,323.96,195.85,128.11
ORD-01754,2025-09-09,West,Electronics,Monitor,Retail,1,279.0,0.0,279.0,148.85,130.15
ORD-01755,2025-01-25,East,Electronics,Laptop,Corporate,1,899.0,0.1,809.1,406.9,402.2
ORD-01756,2022-12-14,East,Home & Kitchen,Mixer,Retail,2,39.99,0.0,79.98,44.2,35.78
ORD-01757,2024-02-20,North,Electronics,Monitor,Retail,4,279.0,0.0,1116.0,629.79,486.21
ORD-01758,2025-02-28,North,Electronics,Monitor,Wholesale,5,279.0,0.1,1255.5,771.21,484.29
ORD-01759,2024-07-09,South,Sports,Resistance Band,Corporate,3,15.99,0.0,47.97,28.64,19.33
ORD-01760,2024-07-20,West,Clothing,Sneakers,Corporate,7,79.99,0.0,559.93,264.1,295.83
ORD-01761,2022-12-24,West,Home & Kitchen,Coffee Maker,Retail,4,59.99,0.05,227.96,136.97,90.99
ORD-01762,2022-03-29,West,Sports,Resistance Band,Wholesale,3,15.99,0.1,43.17,27.63,15.54
ORD-01763,2023-03-03,West,Sports,Water Bottle,Wholesale,5,12.99,0.1,58.46,38.51,19.95
ORD-01764,2024-01-15,East,Home & Kitchen,Vacuum,Retail,2,129.99,0.2,207.98,137.66,70.32
ORD-01765,2023-03-21,South,Clothing,Dress,Wholesale,3,59.99,0.1,161.97,95.79,66.18
ORD-01766,2024-02-07,East,Clothing,Sneakers,Corporate,2,79.99,0.05,151.98,74.6,77.38
ORD-01767,2024-07-15,East,Sports,Dumbbells,Retail,2,34.99,0.0,69.98,35.04,34.94
ORD-01768,2025-09-12,West,Sports,Yoga Mat,Corporate,3,24.99,0.0,74.97,38.08,36.89
ORD-01769,2022-12-19,East,Clothing,Sneakers,Wholesale,5,79.99,0.1,359.95,189.02,170.93
ORD-01770,2024-08-17,South,Clothing,Sneakers,Corporate,3,79.99,0.1,215.97,141.57,74.4
ORD-01771,2024-12-22,North,Electronics,Laptop,Retail,1,899.0,0.0,899.0,449.25,449.75
ORD-01772,2023-10-04,East,Clothing,Jeans,Wholesale,2,49.99,0.1,89.98,57.6,32.38
ORD-01773,2025-06-30,East,Sports,Water Bottle,Wholesale,3,12.99,0.2,31.18,18.56,12.62
ORD-01774,2022-07-27,South,Clothing,Jeans,Corporate,4,49.99,0.0,199.96,105.95,94.01
ORD-01775,2024-04-19,South,Sports,Treadmill,Retail,2,499.0,0.0,998.0,548.48,449.52
ORD-01776,2024-06-30,North,Electronics,Smartphone,Retail,4,699.0,0.05,2656.2,1329.69,1326.51
ORD-01777,2025-04-15,East,Sports,Resistance Band,Retail,5,15.99,0.0,79.95,41.34,38.61
ORD-01778,2024-10-04,East,Home & Kitchen,Mixer,Corporate,3,39.99,0.0,119.97,57.18,62.79
ORD-01779,2023-09-07,West,Clothing,T-Shirt,Retail,3,19.99,0.0,59.97,29.62,30.35
ORD-01780,2023-12-28,West,Electronics,Tablet,Wholesale,4,329.0,0.1,1184.4,630.11,554.29
ORD-01781,2024-12-01,North,Sports,Treadmill,Corporate,2,499.0,0.0,998.0,546.32,451.68
ORD-01782,2023-09-20,East,Sports,Water Bottle,Corporate,3,12.99,0.0,38.97,19.13,19.84
ORD-01783,2024-07-27,North,Home & Kitchen,Lamp,Corporate,1,24.99,0.0,24.99,14.51,10.48
ORD-01784,2022-01-22,North,Home & Kitchen,Vacuum,Retail,2,129.99,0.05,246.98,131.81,115.17
ORD-01785,2025-11-24,East,Sports,Treadmill,Wholesale,3,499.0,0.1,1347.3,865.33,481.97
ORD-01786,2024-04-13,East,Clothing,Jacket,Wholesale,3,89.99,0.1,242.97,129.3,113.67
ORD-01787,2023-07-01,North,Sports,Dumbbells,Retail,3,34.99,0.1,94.47,61.34,33.13
ORD-01788,2022-09-21,North,Clothing,T-Shirt,Corporate,2,19.99,0.0,39.98,18.38,21.6
ORD-01789,2023-05-01,North,Electronics,Laptop,Corporate,1,899.0,0.0,899.0,521.89,377.11
ORD-01790,2022-05-25,South,Sports,Treadmill,Corporate,1,499.0,0.1,449.1,233.68,215.42
ORD-01791,2022-10-12,South,Electronics,Smartphone,Corporate,1,699.0,0.0,699.0,314.95,384.05
ORD-01792,2023-04-23,South,Electronics,Laptop,Retail,3,899.0,0.1,2427.3,1291.58,1135.72
ORD-01793,2025-12-21,West,Clothing,Sneakers,Retail,4,79.99,0.1,287.96,185.5,102.46
ORD-01794,2024-06-25,South,Electronics,Laptop,Corporate,2,899.0,0.0,1798.0,847.91,950.09
ORD-01795,2025-03-24,South,Electronics,Laptop,Retail,1,899.0,0.0,899.0,506.54,392.46
ORD-01796,2022-11-29,West,Home & Kitchen,Lamp,Wholesale,5,24.99,0.1,112.45,60.32,52.13
ORD-01797,2023-12-08,South,Electronics,Headphones,Wholesale,3,149.0,0.1,402.3,205.28,197.02
ORD-01798,2023-12-06,North,Sports,Dumbbells,Corporate,4,34.99,0.0,139.96,83.5,56.46
ORD-01799,2022-06-30,East,Home & Kitchen,Lamp,Wholesale,1,24.99,0.1,22.49,12.23,10.26
ORD-01800,2024-07-12,East,Sports,Treadmill,Wholesale,4,499.0,0.1,1796.4,1126.77,669.63
ORD-01801,2025-01-23,South,Clothing,Dress,Wholesale,2,59.99,0.1,107.98,66.42,41.56
ORD-01802,2024-08-10,West,Home & Kitchen,Vacuum,Retail,6,129.99,0.05,740.94,403.87,337.07
